,Unnamed: 0,Unnamed: 0.1,Sentence,Schema,Schema Slot,Slot Value,Pattern,Lexical Trigger,Target LM,Target CM,Source LM,Source CM,Negative Source CM,Sentence ID,Unnamed: 11,Unnamed: 12
921,65,65,Just because a kid's stupid and irresponsible enough to steal a gun doesn't make law abiding gun owners forced to swallow your gun control pill.Ã¯»ØŸ,01 Health and Safety,Protection,gun control,,pill,gun control,Control of Guns,pill,Medicine,Physical Harm,3123500,,
922,288,288,"Post-modern grassroots movements identify modernity with the death of democracy, not its flourishing.",01 Health and Safety,Threatened,democracy,,death,democracy,Democracy,death,Life Stage,Machine,2927616,,
923,1523,1523,"The committee urged the departure of legislation to deal with crowd to affirmher violence , prevent rape of civil rights , to extend skilful and equal rights of citizenship to all Americans , and to pass along discrimi ground and separationism in accommodation , upbringing , study , housing , and unexclusive service .",06 Morality and Justice,Victim,civil rights,rape of [victim],rape,civil rights,Democracy,rape,Theft,Fire/Light,152778,,
924,1480,1480,"Books I'd like to read: ""Stealing Elections"" by Jo...",06 Morality and Justice,Property,Elections,,Stealing,Elections,Elections,Stealing,Theft,Struggle,2553329,,
925,567,567,Your claim gun control reduces homicide.,03 Conflict,Aid,gun control,,reduces,gun control,Control of Guns,reduces,Downward Movement,Emotion Experiencer/Monster,2175860,,
926,468,468,Just dont get shot and dont expect to be able to carry a firearm to defend yourself. oh no no no we wouldnt want that in the Gun Control pit.,02 Journey,Barrier,Gun Control,[barrier] pit,pit,Gun Control,Control of Guns,pit,Abyss,Disease/Emotion Experiencer,2377534,,
927,1026,1026,"The great folks at the Cato Institute explain their important, recent 2nd Amendment victory  in Washington DC in this ten-minute podcast.",03 Conflict,Winner,2nd Amendment,,victory,2nd Amendment,Gun Rights,victory,Competition/War,Emotion Experiencer/Monster,3123834,,
930,969,969,"If it knows any better the number of laws on the US books would have reduced and California, Maryland and others would not be buckling under gun control attack.",03 Conflict,Side,gun control,,attack,gun control,Control of Guns,attack,War,Game/Struggle,2143473,,
931,418,418,"Opposition parties in Thailand used the issue to attack the government, which initially backed the heritage listing.",01 Health and Safety,Threatened,government,,attack,government,Government,attack,War,Life Stage,382737,,
932,1444,1444,Taxation destroys earnings and ability to save/invest...inflation destroys monetary wealth already owned.,06 Morality and Justice,Criminal,Taxation,,destroys,Taxation,Taxation,destroys,Natural Physical Force/Physical Harm,Protection/Struggle,159206,,
933,244,244,"Illiberal Democracy at Home and Abroad warns that too much democracy threatens liberties, and that public-spirited elites should act as ""social stabilizers"" and not be accountable to public whim.",01 Health and Safety,Threat,democracy,,threatens,democracy,Democracy,threatens,Physical Harm,Forceful Extraction/Resource,1973322,,
934,1174,1174,Excellent point we need to show what gun control is really selling to the public - the CONSEQUENCES.,05 Engineering and Business: Business,Business,Gun control,[business] is selling,is selling,Gun control,Control of Guns,selling,Business,Resource,,,
935,933,933,But one reason for opposing smart guns is for the same reason many oppose voter ID laws-it is overly restrictive and will hurt minority groups especially hard due to the higher costs.,03 Conflict,Side,guns,,opposing,guns,Guns,opposing,Struggle,Emotion Experiencer/Monster,2140487,,
936,903,903,» Norton resident uses hobby to fight poverty in Honduras,03 Conflict,Side,poverty,,fight,poverty,Poverty,fight,Struggle,Physical Location/Upward Movement,1632374,,
937,564,564,I thought they were in jail. what we do know is that there is a paucity of evidence that the anti gun nuts are able to find in the USA that demonstrate that gun bans or restrictions decrease crime. that's why those turds mainly try to apply other countries' statistics to the USA which never have any useful information Come now they are only as mislead as people who think they need to outgun the police.,03 Conflict,Aid,gun bans,,decrease,gun bans,Control of Guns,decrease,Downward Movement,Science,2712013,,
938,490,490,"In other words: if we fall asleep at the wheel, it will guarantee that the vehicle of democracy will crash into a catastrophic brick wall.",02 Journey,Barrier,democracy,,vehicle,democracy,Democracy,vehicle,Machine/Vehicle,Forceful Extraction,762198,,
939,1067,1067,"Much has been written by poets and dreamers in praise of poverty, and the love of money has been denounced as the root of all evil, but the fact remains that, honestly acquired and wisely employed, there is no form of power so substantial, positive and palpable as that which accompanies the possession of money.",04 Power and Control: God,God,poverty,,praise,poverty,Poverty,praise,A God,Journey,130129,,
940,62,62,"We've been lulled into complacency by the notion that affluence breeds democracy, and democracy heals all rifts.",01 Health and Safety,Protection,democracy,,heals,democracy,Democracy,heals,Medicine,Emotion Experiencer,3118233,,
941,226,226,"* Our kids will earn more than we do * Free trade is always good, no matter who gets hurt * Employers should be responsible for health coverage * Taxes hurt the economy * Schools are a local matter * Money follows merit",01 Health and Safety,Threat,taxes,,hurt,Taxes,Taxation,hurt,Physical Harm,Shape,1944889,,
942,440,440,"$20,000 minimum new money advanced at closing.",02 Journey,Agent,money,,advanced,money,Wealth,advanced,Forward Movement,Business/Servant,3017650,,
943,975,975,"They attack ""rich people"" while enjoying all the spoils of their luck, I have zero problems with earned wealth, but these clowns literally lucked out in life.",03 Conflict,Side,rich people,,attack,rich people,Wealth,attack,War,Confinement/Struggle,2110177,,
945,1462,1462,There IS an attempt to steal this election.,06 Morality and Justice,Property,election,,steal,election,Elections,steal,Theft,Animal,723963,,
946,210,210,Politicians claim that gun rights are dangerous and so they must be limited.,01 Health and Safety,Threat,gun rights,,dangerous,gun rights,Gun Rights,dangerous,Physical Harm,Shape,2378677,,
947,1027,1027,He got his little taxation victory over the so called fiscal cliff when they raised taxes on people making over $400K but he got kicked in the balls on any tax highs for the sequestration.,03 Conflict,Winner,taxation,,victory,taxation,Taxation,victory,Competition/War,Upward Movement,3125299,,
949,1158,1158,"If money and advocacy was all it took, then the pro gun control dominance in the press, the millions from the Bloombergs of the world, and the celebrity faces of Hollywood should easily defeat the NRA.",04 Power and Control: Human,Servant,NRA,,,gun control,Control of Guns,dominance,Enslavement,Contamination/Physical Harm,2377214,,
950,1130,1130,Instead we watch gun control command the media filling every mind in the world with its hatred and fear of guns.,04 Power and Control: Human,Leader,gun control,[leader] command,command,gun control,Control of Guns,command,Enslavement,Building/Downward Movement,,,
951,122,122,"According to Banderas, poverty restrains people from achieving many objectives in life.",01 Health and Safety,Threat,poverty,,restrains,poverty,Poverty,restrains,Confinement,Crime/Contamination,158512,,
954,246,246,"Also, the living Constitution threatens the rights of the minority.",01 Health and Safety,Threat,Constitution,,threatens,Constitution,Government,threatens,Physical Harm,Competition,1973593,,
955,225,225,Has heavy taxation hurt the Danish and Swedish economies?,01 Health and Safety,Threat,taxation,,hurt,taxation,Taxation,hurt,Physical Harm,Machine,159356,,
956,1200,1200,"Politicians continue to give bureaucracy its (usually unfunded) mandate, and then they, who often manufactured bureaucracy in the first place, are reduced to haphazardly bullying it since nothing else, from their perspective, appears to work.",05 Engineering and Business: Business,Product,bureaucracy,,manufactured,bureaucracy,Bureaucracy,manufactured,Factory,Abyss/Downward Movement,3119396,,
957,384,384,The GOP protects the rich at all cost and are willing to sink the whole ship to do it.,01 Health and Safety,Threatened,the rich,,protects,the rich,Wealth,protects,Protection,Plant,3519110,,
958,1513,1513,"By far my biggest ""expenditure"" is the rape of taxation, which is about 800% higher than my housing cost.",06 Morality and Justice,Victim,taxation,,rape,taxation,Taxation,rape,Crime/Physical Harm,Crop,159480,,
959,1050,1050,Don't forget the meds for boys to make them sit quietly in their chairs and listen to the teacher (or not play cowboys and indians at recess because it glorifies guns!),04 Power and Control: God,God,guns,,glorifies,guns,Guns,glorifies,A God,Family,3710097,,
960,749,749,"For those of us trying to oppose the U.S. empire, our primary task is organizing people in the United States to resist these imperial policies.",03 Conflict,Enemy,policies,,resist,policies,Bureaucracy,resist,Struggle,War,3005628,,
961,146,146,"Poverty has been substantially reduced over the past 15 years, and a strong social safety net has been put into place.",01 Health and Safety,Threat,Poverty,,reduced,Poverty,Poverty,reduced,Downward Movement,Confinement/Struggle,2664578,,
962,211,211,"The delegates spoke in contradictions by suggesting that wealth was the root of poverty, then they discussed the need to eliminate this dangerous wealth.",01 Health and Safety,Threat,wealth,,dangerous,wealth,Wealth,dangerous,Physical Harm,Crime,2378422,,
963,856,856,Opposing gun control doesn't mean I can't loathe gun culture.,03 Conflict,Side,gun control,,opposing,gun control,Control of Guns,Opposing,Competition/Struggle,Obesity,2131642,,
964,460,460,"With the passage of the 17th Amendment, America moved closer to the abyss of democracy and away from the protections which were designed into our system by our Founding Fathers.",02 Journey,Barrier,Democracy,,abyss,democracy,Democracy,abyss,Abyss,Human Body,156145,,
965,1585,1585,"Rather, Abe's Japan is a wealthy, mature, and greying democracy.",10 Human Life Cycle and Family Relations,Entity,democracy,greying [entity],greying,democracy,Democracy,greying,Life Stage,Building/Downward Movement,,,
966,1713,1713,This has sparked much debate in the already lit fire of gun control.,13 Nature: Fire,Fire,gun control,fire of [fire],fire of,gun control,Control of Guns,fire,Fire,High Location/Light,2377284,,
967,1010,1010,But our goal after an election is won shouldn't be to rub it in the other party's face.,03 Conflict,Winner,election,,won,election,Elections,won,Competition/Game,Addiction,3515085,,
968,1395,1395,"Democrats still hold a thin majority in the House but are bereft of the iron-fisted ruler who held their party's contentious liberal and conservative factions together - Speaker Tom Murphy, another 2002 election victim.",06 Morality and Justice,Crime,election,,victim,election,Elections,victim,Crime,Building/Strength,2377780,,
969,1564,1564,Sad but true a fat cat democracy has taken the voice of the common man.,09 Animals,Domesticated Animal,democracy,fat cat of [domesticated animal],fat cat,democracy,Democracy,fat cat,Animal,Crop/Factory,761108,,
970,1292,1292,"The four pillars of ILO's work, namely rights at work (without them, men and women will not be empowered to escape from poverty); employment (the principal route out of poverty is productive work); social protection (safeguards against poverty); and social dialogue (the participation of employers' and workers' organizations in shaping government policy for poverty reduction); are mutually reinforcing in addressing poverty reduction.",05 Engineering and Business: Engineering,Built,government policy,,shaping,government policy,Government,shaping,Shape,Animal,1952968,,
971,1034,1034,"He had discovered the secret of turning the victory of poverty, the victory of sorrow, the victory of defeat and disappointment, the victory of death, into an imperial triumph to his own moral and spiritual life.",03 Conflict,Winner,poverty,,victory,poverty,Poverty,victory,Game,Forward Movement/Journey,2378211,,
972,1097,1097,"Together with their new-found wealth, many Thais quickly shifted from their rustic, culturally-knitted lifestyle to pursue materialism and the worship of money.",04 Power and Control: God,God,money,,worship,money,Wealth,worship,A God,Physical Harm/War,2796587,,
973,1345,1345,Dayton said the proposed drop in the state sales tax rate to 5.5 percent would move Minnesota from 7th highest sales tax to 27th Dayton said the new sales taxes and rate would generate $2 billion in tax revenue.,05 Engineering and Business: Resource,Extractor,sales taxes,,generate,sales taxes,Taxation,generate,Energy,Family,158495,,
974,623,623,The letter blames both parties for not doing more to tackle poverty.,03 Conflict,Conflict,poverty,,tackle,poverty,Poverty,tackle,Game,Fire/Light,2009718,,
976,1188,1188,"Metro is reliable and runs underground, the city government operates the RTP bus system and Electric Trolley buses.",05 Engineering and Business: Business,Business,government,,operates,government,Government,operates,Machine,Abyss,500031,,
977,476,476,"Should it be built around high tariff walls and protectionism, or should it be open?",02 Journey,Barrier,tariff,,walls,tariff,Taxation,walls,Barrier/Building,Animal/Physical Harm,2460846,,
978,1020,1020,That is why gun control will win.,03 Conflict,Winner,gun control,[winner] will win,will win,gun control,Control of Guns,win,Competition/Game/Struggle,Factory/Resource,2907636,,
979,60,60,I did the  money cures that he would win big jackpot in bingo as he love to play it!,01 Health and Safety,Protection,money,,cures,money,Wealth,cures,Medicine,Body of Water/Energy,1997525,,
980,48,48,We know your side is at least one of two things 1) ignorant-if they think gun restrictions will decrease crime when those laws mainly target honest people 2) dishonest-when they claim that crime control really motivates them when it does not,01 Health and Safety,Protection,gun restrictions,,decrease,gun restrictions,Control of Guns,decrease,Downward Movement,Addiction,2912865,,
981,1127,1127,He had no choice but to obey the gun and carry out what the gun made him do So how come Oscar is being charged and not the dangerous gun that made him do it?,04 Power and Control: Human,Leader,gun,,obey,gun,Guns,obey,A God/Enslavement/Servant,Natural Physical Force/Physical Harm/Protection,2670428,,
983,831,831,"Environmental activists have challenged the government on hydroelectric and other infrastructure projects, intellectuals have submitted petitions criticizing authoritarian policies, and rural farmers are forming associations to protect their collective interests.",03 Conflict,Side,government,,challenged,government,Government,challenged,Competition,Natural Physical Force,2665393,,
984,1059,1059,"I'm not sure that glorifying the wealthy, as I understand her claim, is any worse than farm boy is secretly heir to throne.",04 Power and Control: God,God,wealthy,,glorifying,wealthy,Wealth,glorifying,A God,Barrier,2321959,,
985,218,218,"Far from making people safer, gun control endangers innocent people by increasing the odds that they will be victimized!",01 Health and Safety,Threat,gun control,,endangers,gun control,Control of Guns,endangers,Physical Harm,Forceful Extraction,2378664,,
986,488,488,"But Obamacare created a trillion-dollar mountain of government between patients and physicians.""",02 Journey,Barrier,government,,mountain,government,Government,mountain,Hazardous Geographic Feature,Body of Water/Energy,2378767,,
987,1640,1640,Create gobs and mountains of money immediately when you know exactly how!,12 High and Low,Level,HIGH,,mountains,money,Wealth,mountains,Hazardous Geographic Feature,Abyss/Low Location,122239,,
988,1384,1384,"Hey gringa, show us PROOF, with statistics that poverty is increasing in Mexico.",05 Engineering and Business: Resource,Resource,poverty,,increasing,poverty,Poverty,increasing,Upward Movement,Clothing,433901,,
989,265,265,Taxpayers are addicted to consumer television which reintroduced discredited nineteenth century laissez-faire liberalism and neo-feudalism on a society whose common sense lacked proper understanding of words.,01 Health and Safety,Threatened,Taxpayers,,addicted,Taxpayers,Taxation,addicted,Addiction,Business,2377722,,
990,205,205,"And because taxes damage the economy, impeding its growth, our pretax incomes are also smaller.",01 Health and Safety,Threat,taxes,,damage,taxes,Taxation,damage,Physical Harm,Downward Movement/Medicine,3125348,,
992,634,634,"I'll give you a hint, it was involving a taxation conflict.",03 Conflict,Conflict,taxation,,conflict,taxation,Taxation,conflict,Struggle,Abyss/Low Location,3125338,,
993,1078,1078,It allows the Wookies to venerate nature and the senators to venerate bureaucracy.,04 Power and Control: God,God,bureaucracy,,venerate,bureaucracy,Bureaucracy,venerate,A God,Confinement/Struggle,2007380,,
994,1263,1263,"In Costa Rica in May 1997, President Arzu met with President Clinton and his counterparts from Central America, Belize, and the Dominican Republic to celebrate the remarkable democratic transformation in the region and reaffirm support for strengthening democracy, good governance, and promoting prosperity through economic integration, free trade, and investment.",05 Engineering and Business: Engineering,Built,democracy,,strengthening,democracy,Democracy,strengthening,Building/Strength,Game,2550833,,
995,196,196,And the job market won't recover until government reduces the burden it creates on production.,01 Health and Safety,Threat,government,,reduces,government,Bureaucracy/Government,reduces,Physical Burden,Shape,1971549,,
996,934,934,The composition of leaders who overcame poverty to achieve the pinnacle of success in business changed very little over the course of the twentieth century.,03 Conflict,Side,poverty,,overcame,poverty,Poverty,overcame,Struggle,Competition/Game/War,131524,,
997,557,557,Tax is necessary to fuel the engine of government.,02 Journey,Vehicle,government,the engine of [vehicle],engine of,government,Government,engine,Vehicle,Strength,152583,,
998,1262,1262,Strengthening American Democracy,05 Engineering and Business: Engineering,Built,democracy,,strengthening,Democracy,Democracy,Strengthening,Building/Strength,Crime/Contamination,2424702,,
999,278,278,"Third, the Attorney General of the United States and the Bureau of Alcohol, Tobacco, Firearms and Explosives (ATF) are empowered to impose heightened restrictions, levy tough financial penalties, and suspend or revoke the license of any corrupt gun dealer.",01 Health and Safety,Threatened,gun dealer,,corrupt,gun dealer,Guns,corrupt,Contamination/Crime,Natural Physical Force,3670562,,
1000,945,945,Congress and the public now attack gun owners for a failure in the reporting system!,03 Conflict,Side,gun owners,,attack,gun owners,Guns,attack,Struggle/War,Body of Water/Movement,2908007,,
1002,505,505,"Promissory Notes do â€“ if they are negotiable but if they're not attached to a property, and Congress encumbers an unencumbered property, it's clearly a taking.",02 Journey,Barrier,Congress,,encumbers,Congress,Government,encumbers,Physical Burden,Physical Location/Upward Movement,761597,,
1003,1326,1326,rolling taking turns on two wheels while the LAPD Bureaucracy greases the wheels with epoxy and the FBI plays catch-up to Harry Bosch's unwavering mental march to the truth despite the pushes and pulls on the ride. I had to suspend belief through a few technical,05 Engineering and Business: Engineering,Facilitator,the LAPD Bureaucracy,[facilitator] greases the wheels,greases the wheels,Bureaucracy,Bureaucracy,greases the wheels,Machine,Strength,1973624,,
1004,861,861,"Where will the trillions of dollars needed to eradicate extreme poverty by December 12th 2012, come from?",03 Conflict,Side,poverty,,eradicate,poverty,Poverty,eradicate,Disease,Life Stage,2671740,,
1007,695,695,"Second Your Arhuing that if America Wantstovote emotionally to FRG us back 100 years in time,we should.Why I may ask,do you want to return to failed tariff wars and anti globalist great depression policies that ruined nearly every economy in the Western world????Do you realize no economy can be on top by producing and selling to itself,Infact those countries are almost always the poorest countries with the lowest standard of living.",03 Conflict,Conflict,tariff,,wars,tariff,Taxes,wars,War,Energy/Machine,32557,,
1009,1245,1245,"Although the application of utilitarian principles may strengthen majority rule, unfettered democracy can lead to tyranny.",05 Engineering and Business: Engineering,Built,majority rule,,strengthen,majority rule,Democracy,strengthen,Building/Strength,Clothing,2667793,,
1010,767,767,I live for the day when there is a website that shows what organisations are doing to fight gun control.,03 Conflict,Enemy,gun control,,fight,gun control,Control of Guns,fight,Struggle/War,Human Body/Physical Harm,2672779,,
1012,1674,1674,"Liberal_in_LA (31,971 posts) Romney's mountain of wealth could cast loud echo, he's a .006 percenter Romney's mountain of wealth could cast loud echo",12 High and Low,Scale,wealth,,mountain,wealth,Wealth,mountain,Hazardous Geographic Feature,Game/Science,762870,,
1013,706,706,FRAC (www.frac.org) is the leading national organization working for more effective public and private policies to eradicate domestic hunger and undernutrition.,03 Conflict,Enemy,hunger,,Eradicate,hunger,Poverty,eradicate,Disease,Body of Water,2664279,,
1014,811,811,Their only purpose is to confuse and tire apathetic and defeated voters into staying away from the polls so the six incumbents and the anointed incumbent for Greig Smith's seat can eke out re-election despite the Council's grotesque failures on every level and its total loss of credibility.,03 Conflict,Loser,voters,,defeated,voters,Elections,defeated,Competition/Game/War,Physical Harm,3119158,,
1015,1250,1250,Arizona House passes 2 pro-gun bills Republicans in the Arizona House of Representatives who say the 2nd Amendment is under attack have approved two bills that aim to strengthen gun rights in the state.,05 Engineering and Business: Engineering,Built,gun rights,,strengthen,gun rights,Gun Rights,strengthen,Building/Strength,Abyss/Downward Movement,3123827,,
1016,718,718,"Denmark and the World Bank work together with other member governments to finance projects, design policies and deliver programs to combat poverty in the developing world.",03 Conflict,Enemy,poverty,,combat,poverty,Poverty,combat,Struggle,Medicine,2671359,,
1018,1226,1226,"Mankind's progress commenced with the rule of sole authority of tribal kings, emperors and chiefs; today, after ages of constant and continued struggle, nations and societies have wrenched that sovereign right from their hands and have created a democracy for themselves.",05 Engineering and Business: Engineering,Built,democracy,,created,democracy,Democracy,created,Building,Factory,2863469,,
1019,469,469,"If the countries focus on improvement first, then Africa will gradually escape the poverty hole.",02 Journey,Barrier,poverty,,hole,poverty,Poverty,hole,Abyss/Low Location,Disease/Medicine/Physical Burden,1971067,,
1020,1665,1665,They come here illegally because it's easier to swim the Rio Grande than it is to climb the mountain of bureaucracy.,12 High and Low,Scale,bureaucracy,,mountain,bureaucracy,Bureaucracy,mountain,Hazardous Geographic Feature,A God/Story,2007454,,
1021,1199,1199,"The federal lawsuit filed by my opponent's campaign attorney is nothing more than an attempt to protect the system of buying elections and keeping average citizens from participating in the political system, said Loughry.",05 Engineering and Business: Business,Product,elections,,buying,elections,Elections,buying,Business/Resource,Crop/Plant,2401478,,
1022,106,106,"In the past month or two, I've noticed a new addiction arise, one that's more powerful and widespread than ever, election addiction.",01 Health and Safety,Threat,election,,addiction,election,Elections,addiction,Addiction,Game,1805670,,
1023,992,992,"KABUL, Afghanistan (AP) -- Afghans and the international community hailed its presidential election as a triumph of democracy over violence Sunday, despite complaints about ballot shortages and sporadic fraud after millions of people braved a Taliban threat to vote for a new president.",03 Conflict,Winner,democracy,,triumph,democracy,Democracy,triumph,Competition,Animal/Physical Harm,3118219,,
1024,431,431,"As federal gun control retreated, so too did symbolic state legislative attempts to nullify it",02 Journey,Agent,gun control,,retreated,gun control,Control of Guns,retreated,Backward Movement,Forward Movement/Journey,2376921,,
1025,1483,1483,"But if there's one part of the poll that sums up what a terrible place Republican voters are in, emotionally, it's this: 49% of GOP voters nationally say they think that ACORN stole the election for President Obama.",06 Morality and Justice,Property,election,,stole,election,Elections,stole,Theft,Struggle/War,762165,,
1026,1714,1714,"Democracy is a flame, It burns bright even when times are dark.",13 Nature: Fire,Fire,Democracy,[fire] is a flame,is a flame,Democracy,Democracy,flame,Fire/Light,Forceful Extraction,164752,,
1027,1022,1022,"Now it seems even attempts to turn the hands back a decade to something like the ""assault weapon"" status quo of ten years ago--not exactly an amazing victory of gun control--are likely to fizzle.",03 Conflict,Winner,gun control,,victory,gun control,Control of Guns,victory,Competition/War,Parasite,3123573,,
1028,1478,1478,"Labels: Franken stealing the election, Run-off elections",06 Morality and Justice,Property,election,,stealing,election,Elections,stealing,Theft,Downward Movement/Medicine,3046041,,
1029,1120,1120,People in other countries are amazed as to how some people in the USA idolize the gun as some writers here do.,04 Power and Control: God,Worshipper,people,[worshipper] idolize,idolize,gun,Guns,idolize,A God,Resource/Theft,,,
1030,373,373,"The claim is that ""it protected the guns of the time.""",01 Health and Safety,Threatened,guns,,protected,guns,Guns,protected,Protection,Factory,2145743,,
1032,362,362,"Joe, who is a Life Member of Gun Owners of America, committed in writing to protect your gun rights 100% of the time.",01 Health and Safety,Threatened,gun rights,,protect,gun rights,Gun Rights,protect,Protection,Building/Strength,2834468,,
1033,845,845,The contradictions of Kenya -- where multiparty democracy competes with feudal tribalism -- could be said to be precisely those you would expect in a country racing at breakneck speed towards modernity.,03 Conflict,Side,Democracy,,competes,democracy,Democracy,competes,Competition/Game,Crop,760940,,
1034,1487,1487,"The only glitch may be the left wing protesters trying to disrupt the inauguration, screaming McCain stole the election.",06 Morality and Justice,Property,election,,stole,election,Elections,stole,Theft,Disease/Medicine/Physical Burden,3052020,,
1035,1267,1267,"While the details of the CNCI continue to be worked out, there will be a big emphasis placed on strengthening the government's security posture through more proactive measures.",05 Engineering and Business: Engineering,Built,government,,strengthening,government,Government,strengthening,Building/Strength,Family,2079674,,
1036,176,176,"Now, if this movie is zero entertainment and 100% guns are bad, guns are evil, guns are lucifer etc. etc. then nobody will even go see this movie.",01 Health and Safety,Threat,guns,[threat] is/are evil,evil,guns,Guns,,Monster,Natural Physical Force,2105932,,
1037,824,824,That alone is more than enough to reverse and defeat gun control.,03 Conflict,Loser,gun control,,defeat,gun control,Control of Guns,defeat,Struggle/War,Abyss/Downward Movement,2160248,,
1038,366,366,Being pro-gun simply means you protect guns..... a slogan designed to get people to give up their rights and protect a perceived safety mechanism.,01 Health and Safety,Threatened,guns,,protect,guns,Guns,protect,Protection,Movement/Upward Movement,2119913,,
1039,458,458,Urban and Rural Crime Section 3: Gun Ownership Trends and Demographics,02 Journey,Agent,Gun Ownership,,Trends,Gun Ownership,Guns,Trends,Movement,Parasite,2891277,,
1040,83,83,"Over the course of weeks, Emerald editorials went from praising the IFC as a haven of democracy to a waste of student time and money.",01 Health and Safety,Protection,democracy,,haven,democracy,Democracy,haven,Physical Location/Protection/Natural Physical Force,Barrier/Building,155306,,
1041,248,248,"Like the Founders and the Framers and lots of other intelligent folks, however, I recognize that an unconstrained 'democracy"" harbors within it the seeds of some serious problems.",01 Health and Safety,Threat,democracy,,harbors,democracy,Democracy,harbors,Physical Harm/Protection,Game/Science,155577,,
1044,730,730,"Opportunity Link seeks to unite people, link resources, and fight poverty in eleven North-central Montana counties.",03 Conflict,Enemy,poverty,,fight,poverty,Poverty,fight,Struggle,Enslavement/Leader,2453492,,
1045,917,917,DONATE The Lobbyist Who Fights Democracyâ€_and Breast Milk,03 Conflict,Side,Democracy,,Fights,Democracy,Democracy,Fights,Struggle,Fire,761679,,
1046,291,291,"The only person in perhaps seven hundred years who has truly walked in the steps of St. Paul, and his Lord, Jesus, is St. Francis, who died a miserable death of poverty, giving his life to the well being of others, whomever they were.",01 Health and Safety,Threatened,poverty,,death,poverty,Poverty,death,Life Stage,Contamination,3121039,,
1047,948,948,"When we believe He redeemed us from the curse of poverty and wrap all of our words and actions around that belief, then we strengthen the faith barrier against the attack of poverty.",03 Conflict,Side,poverty,,attack,poverty,Poverty,attack,Struggle/War,Emotion Experiencer,1971375,,
1048,36,36,Is he that ignorant of how math works that he thinks the 5% additional tax on the select few will cure the woes and allow the government to keep spending like drunken sailors on leave?,01 Health and Safety,Protection,tax,,cure,tax,Taxation,cure,Disease/Medicine,Machine,2895900,,
1049,293,293,"[I]f we and our posterity reject religious instruction and authority, violate the rules of eternal justice, trifle with the injunctions of morality, and recklessly destroy the political constitution which holds us together, no man can tell how sudden a catastrophe may overwhelm us that shall bury all our glory in profound obscurity.",01 Health and Safety,Threatened,constitution,,destroy,constitution,Government,destroy,Natural Physical Force,Confinement/Struggle,637507,,
1050,618,618,he debate over the automatic cuts parallels the presidential election duel over fiscal visions between President Obama and Mitt Romney.,03 Conflict,Conflict,election,,duel,election,Elections,duel,Competition/Struggle,Addiction,3119088,,
1051,1350,1350,"In each town, sales tax generates a significant amount of money.",05 Engineering and Business: Resource,Extractor,sales tax,,generates,sales tax,Taxation,generates,Energy/Machine,Medicine/Physical Burden,2222362,,
1052,964,964,"Bruce Springsteen and Pete Seeger have recorded the folk classic ""Hobo's Lullaby"" for ""Give US Your Poor,"" a multi-artist CD devoted to fighting homelessness.Appleseed Recordings will release the disc Sept. 25.",03 Conflict,Side,homelessness,,fighting,homelessness,Poverty,fighting,Struggle/War,Building/Natural Physical Force,1958542,,
1053,708,708,"United Nations World Food Programme ""WFP is the frontline United Nations organization fighting to eradicate world hunger -- whether it is the hunger that suddenly afflicts people fleeing ethnic conflict in Rwanda or Bosnia or the chronic hunger that affects the hungry poor in countries such as Bangladesh or India.",03 Conflict,Enemy,hunger,,Eradicate,hunger,Poverty,eradicate,Disease/Physical Harm,Natural Physical Force/Physical Harm/Protection,2674222,,
1054,1528,1528,"Henry Paulson, former Treasury Secretary, wanted for bamboozling the US Congress and robbing the taxpayer of $700 billion under false pretenses.",06 Morality and Justice,Victim,taxpayer,,robbing,taxpayer,Taxation,robbing,Theft,Addiction,124104,,
1056,181,181,"Personal and corporate income taxes are generally considered the most destructive taxes because economic growth arises from production, innovation, and risk-taking, which are stunted when government takes dollars out of the hands of businesses and individuals through these levies.",01 Health and Safety,Threat,taxes,,destructive,taxes,Taxation,destructive,Natural Physical Force,Downward Movement/Medicine,2378124,,
1057,1312,1312,Actually the gun lobby supports the gun business pure and simple.,05 Engineering and Business: Engineering,Component,gun lobby,,supports,gun lobby,Gun Rights,supports,Building,Upward Movement/Movement,2713991,,
1059,1324,1324,"I may be in a tiny minority, but I believe that Confucianism and democracy are wholly compatible, precisely because democracy greases the machinery, providing a simple means of overthrowing a corrupt leader without risking the stability of society.",05 Engineering and Business: Engineering,Facilitator,democracy,[facilitator] greases,greases,democracy,Democracy,greases,Machine,Servant,1973304,,
1061,92,92,Protect the guns?,01 Health and Safety,Protection,guns,,protect,guns,Guns,Protect,Protection,Disease/Emotion Experiencer,2145319,,
1062,140,140,"As a force for poverty relief, Wal-Mart's $200 billion-plus assistance to consumers may rival many federal programs.",01 Health and Safety,Threat,poverty,,relief,poverty,Poverty,relief,Disease/Physical Burden,A God/Story,56472,,
1064,922,922,I oppose federal gun registration.,03 Conflict,Side,gun registration,,oppose,gun registration,Control of Guns,oppose,Struggle,Competition/Game/Struggle,2895207,,
1066,1417,1417,"Indeed the longtime lobbyist has lobbied for dictatorships and corrupt governments which have stolen elections and enslaved their people, including Equatorial Guinea, Kazakhstan, Eritrea, Bahrain, Gambia, and Thailand.",06 Morality and Justice,Crime,elections,,stolen,elections,Elections,stolen,Theft,Pathway,2660837,,
1067,959,959,Fighting gun control?,03 Conflict,Side,gun control,,fighting,gun control,Control of Guns,Fighting,Struggle/War,Pathway,2180688,,
