,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Sentence,Schema,Schema Slot,Slot Value,Pattern,Lexical Trigger,Target LM,Target CM,Source LM,Source CM,Sentence ID,Unnamed: 11,Unnamed: 12,phrase_1,phrase_2,xAttr,xEffect,xIntent,xNeed,xReact,xReason,xWant,Clean CSR_xWant,Clean CSR_xIntent,Clean CSR_xAttr,Clean CSR_xReact,Clean CSR_xEffect,Clean CSR_xNeed,Clean CSR_xReason
408,408,408,86,"We will not partake in an election to choose a new oppressor, a new custodian of capital, a new guardian of poverty.",01 Health and Safety,Protection,poverty,,guardian,poverty,Poverty,guardian,Protection,3121114.0,,,guardian of,guardian of,"[[' responsible', ' protective', ' caring']]","[[' none', ' PersonX takes care of PersonY', ' PersonX takes care of PersonY.']]","[[' to be a good parent', ' to be a good person', ' to be a good friend']]","[[' none', ' to be a parent', ' to have a guardian']]","[[' responsible', ' good about themselves', ' good about themselves.']]","[[' PersonX takes care of PersonY', "" PersonX takes care of PersonX's parents"", "" PersonX takes care of PersonX's mother""]]","[[' to make sure they are safe', ' to make sure the child is safe', ' to be a good parent']]","Want: to make sure they are safe,  to be a good parent,  to make sure the child is safe","Intents:  to be a good friend, to be a good parent,  to be a good person","Attributes:  caring, responsible,  protective","Reactions:  good about themselves, responsible",Effects:  speaker takes care of someone,"Needs:  to have a guardian,  to be a parent","Reasons:  "" speaker takes care of speakers mother"",  "" speaker takes care of speakers parents"", speaker takes care of someone"
409,409,409,361,"be part of all public polling and public discussion going forward.</p> <p>In Pew's question, respondents are asked, ""Which is more important, to control gun ownership, or protect gun rights?"", as if controlling gun ownership is its own goal",01 Health and Safety,Threatened,gun rights,,protect,gun rights,Gun Rights,protect,Protection,2427952.0,,,protect gun,protect gun,"[[' protective', ' brave', ' responsible']]","[[' PersonX is protected.', ' PersonX gets shot.', ' PersonX is safe.']]","[[' to be safe', ' to protect himself', ' to protect themselves']]","[[' to have a gun', ' to buy a gun', ' to get a gun']]","[[' safe', ' protective', ' secure']]","[[' PersonX has a gun in their pocket.', ' PersonX has a gun in their hand.', ' PersonX needs to protect their family.']]","[[' to keep the gun safe', ' to keep it safe', ' to be safe']]","Want:  to be safe,  to keep it safe, to keep the gun safe","Intents:  to protect himself, to be safe,  to protect themselves","Attributes:  responsible, protective,  brave","Reactions: safe,  secure,  protective","Effects:  speaker is safe,  speaker gets shot, speaker is protected","Needs: to have a gun,  to buy a gun,  to get a gun","Reasons:  speaker has a gun in their hand,  speaker needs to protect their family, speaker has a gun in their pocket"
410,410,410,981,But how does one oppose a campaign by gun control without strategy or knowing what you are fighting?,03 Conflict,Side,gun control,campaign by [side],campaign by,gun control,Control of Guns,campaign,War,,,,campaign by [side],campaign by side,"[[' dedicated', ' friendly', ' determined']]","[[' PersonX wins the election.', ' PersonX wins the election', ' PersonX wins the campaign.']]","[[' to be a team player', ' to be a part of a team', ' to be a part of something']]","[[' to have a campaign', ' none', ' to be in a campaign']]","[[' proud', ' happy', ' accomplished']]","[[' PersonX is running for office', ' PersonX runs for office', ' PersonX is running for president']]","[[' to win the election', ' to win the election.', ' to get elected']]","Want:  to win the election,  to get elected, to win the election","Intents:  to be a part of something,  to be a part of a team, to be a team player","Attributes: dedicated,  friendly,  determined","Reactions: proud,  accomplished,  happy","Effects:  speaker wins the election,  speaker wins the campaign, speaker wins the election","Needs:  to be in a campaign, to have a campaign","Reasons: speaker is running for office,  speaker is running for president,  speaker runs for office"
411,411,411,1126,The original group that employed Democracy (Athens) was eventually destroyed by their neighbors.,04 Power and Control: Human,Degree,LOW,,employed,Democracy,Democracy,employed,Servant,155993.0,,,employed Democracy,employed Democracy,"[[' responsible', ' smart', ' intelligent']]","[[' PersonX wins the election', ' PersonX wins the election.', ' PersonX is elected to office.']]","[[' to be a leader', ' to be a good person', ' to be a good citizen']]","[[' none', ' to have a plan', ' to understand the situation']]","[[' happy', ' satisfied', ' good']]","[[' PersonX wants to change the world', ' PersonX wants to be a leader', ' PersonX wants to change the world.']]","[[' to win the election', ' to be a leader', ' to make a difference']]","Want:  to make a difference, to win the election,  to be a leader","Intents: to be a leader,  to be a good citizen,  to be a good person","Attributes:  intelligent, responsible,  smart","Reactions:  good,  satisfied, happy","Effects:  speaker wins the election,  speaker is elected to office, speaker wins the election","Needs:  to have a plan,  to understand the situation","Reasons: speaker wants to change the world,  speaker wants to change the world,  speaker wants to be a leader"
412,412,412,390,why is attacking gun rights almost always a hobby of the socialist left?,01 Health and Safety,Threatened,gun rights,,attacking,gun rights,Gun Rights,attacking,Struggle,2701312.0,,,attacking gun,attacking gun,"[[' violent', ' aggressive', ' mean']]","[[' PersonX shoots the gun', ' PersonX shoots the gun.', ' PersonX gets shot.']]","[[' to hurt someone', ' to kill someone', ' to hurt someone.']]","[[' to have a gun', ' to grab the gun', ' none']]","[[' angry', ' scared', ' happy']]","[[' PersonX sees a gun on the ground', ' PersonX sees a gun on the ground.', ' PersonX sees a gun in the store.']]","[[' to shoot the gun', ' to kill someone', ' to get a gun']]","Want:  to get a gun, to shoot the gun,  to kill someone","Intents: to hurt someone,  to kill someone,  to hurt someone","Attributes:  mean, violent,  aggressive","Reactions:  scared, angry,  happy","Effects:  speaker shoots the gun, speaker shoots the gun,  speaker gets shot","Needs:  to grab the gun, to have a gun","Reasons: speaker sees a gun on the ground,  speaker sees a gun on the ground,  speaker sees a gun in the store"
413,413,413,1732,"Take the gun control hat off for a moment and imagine that someone had the sense to stop a man with a bag full of gas canisters, gas mask, body armour and a helmet.",14 Embodied Experience: Clothing,Clothing,gun control,[clothing] hat,hat,gun control,Control of Guns,hat,Clothing,2376999.0,,,[clothing] hat,clothing hat,"[[' fashionable', ' stylish', ' comfortable']]","[[' PersonX wears a hat', ' PersonX wears a hat.', ' PersonX wears the hat']]","[[' to wear a hat', ' to be warm', ' to protect their head']]","[[' to put on a hat', ' to put on the hat', ' none']]","[[' comfortable', ' warm', ' happy']]","[[' PersonX puts on a hat', ' PersonX is wearing a hat', ' PersonX wears a hat to work']]","[[' to wear the hat', ' to put on a hat', ' to wear the hat to work']]","Want:  to wear the hat to work,  to put on a hat, to wear the hat","Intents:  to be warm,  to protect their head, to wear a hat","Attributes:  stylish, fashionable,  comfortable","Reactions:  warm, comfortable,  happy","Effects:  speaker wears the hat,  speaker wears a hat, speaker wears a hat","Needs:  to put on the hat, to put on a hat","Reasons: speaker puts on a hat,  speaker is wearing a hat,  speaker wears a hat to work"
414,414,414,1205,We mostly play with paper; we make records in triplicate then duplicate them; we occupy ourselves making work and obstructing those who produce wealth.,05 Engineering and Business: Business,Product,wealth,,produce,wealth,Wealth,produce,Factory,3043777.0,,,produce wealth.,produce wealth.,"[[' rich', ' wealthy', ' successful']]","[[' PersonX has a lot of money.', ' PersonX has a lot of money to spend.', ' PersonX has a lot of free time.']]","[[' to be rich', ' to be successful', ' to be wealthy']]","[[' to work hard', ' to work hard at it', ' to have a job']]","[[' happy', ' rich', ' proud']]","[[' PersonX works hard to make money', ' PersonX works hard to make money.', ' PersonX works hard at their job']]","[[' to buy a house', ' to buy a new house', ' to buy a home']]","Want:  to buy a home, to buy a house,  to buy a new house","Intents: to be rich,  to be successful,  to be wealthy","Attributes: rich,  wealthy,  successful","Reactions:  rich, happy,  proud","Effects:  speaker has a lot of money to spend, speaker has a lot of money,  speaker has a lot of free time","Needs:  to have a job,  to work hard at it, to work hard","Reasons: speaker works hard to make money,  speaker works hard at their job,  speaker works hard to make money"
415,415,415,428,"They've been able to hold off new gun control in New York thanks to a Republican controlled senate, but after 2008, there's a real danger of the state sinking into the gun control abyss if the Democrats regain control.",02 Journey,Agent,New York,,,gun control,Control of Guns,abyss,Abyss,2376897.0,,,abyss if,abyss if,"[[' scared', ' curious', ' unsure']]","[[' none', ' PersonX falls into the abyss', ' PersonX falls into the abyss.']]","[[' none', ' to be alone', ' to see the abyss']]","[[' none', ' to be in a situation where they need to make a decision', ' to be in a situation where they need to make a decision.']]","[[' sad', ' scared', ' worried']]","[[' PersonX is in a coma.', ' PersonX is in love with someone else.', ' PersonX is in the middle of the ocean.']]","[[' to get out of the abyss', ' to get out of there', ' to get out of the abyss.']]","Want:  to get out of the abyss, to get out of the abyss,  to get out of there","Intents:  to see the abyss,  to be alone","Attributes: scared,  curious,  unsure","Reactions: sad,  scared,  worried",Effects:  speaker falls into the abyss,Needs:  to be in a situation where they need to make a decision,"Reasons:  speaker is in love with someone else,  speaker is in the middle of the ocean, speaker is in a coma"
416,416,416,1731,"""Jane of the Jungle: Feminist art troupe the Guerrilla Girls attempts to unmask inequalities"".",14 Embodied Experience: Clothing,Body,inequalities,unmask [body],unmask,inequalities,Poverty,unmask,Clothing,2674669.0,,,unmask [body],unmask body,"[[' unmasked', ' brave', ' unmotivated']]","[[' PersonX is able to see more clearly.', ' PersonX is able to see more clearly now.', ' PersonX is able to see more clearly']]","[[' to show off', ' to be a good person', ' to be seen']]","[[' none', ' to get a mask', ' to have a mask']]","[[' good about themselves', ' good about themselves.', ' relieved']]","[[' PersonX sees a dead body', ' PersonX goes to the bathroom', ' PersonX goes to a funeral']]","[[' to hide the body', ' to show off the body', ' to show off their new look']]","Want: to hide the body,  to show off their new look,  to show off the body","Intents:  to be seen, to show off,  to be a good person","Attributes:  unmotivated, unmasked,  brave","Reactions:  good about themselves, good about themselves,  relieved","Effects:  speaker is able to see more clearly now, speaker is able to see more clearly,  speaker is able to see more clearly","Needs:  to get a mask,  to have a mask","Reasons: speaker sees a dead body,  speaker goes to a funeral,  speaker goes to the bathroom"
417,417,417,1247,"Israeli Ambassador to the U.S. Daniel Ayalon told CNN Thursday night that Israel's attacks are intended to ""de-fang the Hezbollah so that they will not have the capabilities to launch their rockets ... and hopefully this will strengthen the Lebanese government so that they will exercise their sovereignty"" in the south of the country, where Hezbollah is virtually autonomous.",05 Engineering and Business: Engineering,Built,government,,strengthen,government,Government,strengthen,Building/Strength,465146.0,,,strengthen the,strengthen the,"[[' strong', ' hardworking', ' strong willed']]","[[' PersonX gets a promotion.', ' none', ' PersonX gets a promotion']]","[[' to be strong', ' to be helpful', ' to be a leader']]","[[' to know how to strengthen it', ' to know how to strengthen something', ' none']]","[[' accomplished', ' satisfied', ' proud']]","[[' PersonX wants to be a better person', ' PersonX wants to be the best', ' PersonX wants to be a better person.']]","[[' to make sure everything is in order', ' to make sure it works', ' to make sure everything is okay']]","Want:  to make sure it works,  to make sure everything is okay, to make sure everything is in order","Intents:  to be a leader,  to be helpful, to be strong","Attributes:  strong willed, strong,  hardworking","Reactions:  satisfied, accomplished,  proud","Effects:  speaker gets a promotion, speaker gets a promotion","Needs:  to know how to strengthen something, to know how to strengthen it","Reasons:  speaker wants to be a better person, speaker wants to be a better person,  speaker wants to be the best"
418,418,418,982,"That firearm organisations were and still are ineffective, useless and have no idea of how to combat gun control.",03 Conflict,Side,gun control,,combat,gun control,Control of Guns,combat,War,2703621.0,,,combat gun,combat gun,"[[' violent', ' brave', ' skilled']]","[[' PersonX shoots the gun', ' PersonX shoots the gun.', ' PersonX gets shot.']]","[[' to defend himself', ' to defend themselves', ' to protect himself']]","[[' to buy a gun', ' to have a gun', ' to get a gun']]","[[' happy', ' proud', ' satisfied']]","[[' PersonX goes to war', ' PersonX goes to a gun range', ' PersonX goes to war with the enemy']]","[[' to shoot the enemy', ' to kill someone', ' to shoot the gun']]","Want:  to shoot the gun,  to kill someone, to shoot the enemy","Intents:  to protect himself, to defend himself,  to defend themselves","Attributes: violent,  skilled,  brave","Reactions:  satisfied, happy,  proud","Effects:  speaker shoots the gun, speaker shoots the gun,  speaker gets shot","Needs: to buy a gun,  to have a gun,  to get a gun","Reasons:  speaker goes to a gun range, speaker goes to war,  speaker goes to war with the enemy"
419,419,419,1644,"When approaching the legislature for funding, we are more likely to receive aid if we are at the peak of taxation.",12 High and Low,Level,HIGH,,peak,taxation,Taxation,peak,High Location,158544.0,,,peak of,peak of,"[[' capable', ' strong', ' talented']]","[[' none', ' PersonX gets a new job.', ' PersonX gets a promotion.']]","[[' none', ' to be the best', ' to be noticed']]","[[' none', ' to work hard', ' to have a goal']]","[[' happy', ' proud', ' satisfied']]","[[' PersonX climbs a mountain', ' PersonX goes to the top of the mountain', ' PersonX climbs the mountain']]","[[' to show off', ' to be the best', ' to get a promotion']]","Want:  to be the best,  to get a promotion, to show off","Intents:  to be the best,  to be noticed","Attributes: capable,  strong,  talented","Reactions:  satisfied, happy,  proud","Effects:  speaker gets a promotion,  speaker gets a new job","Needs:  to have a goal,  to work hard","Reasons: speaker climbs a mountain,  speaker goes to the top of the mountain,  speaker climbs the mountain"
420,420,420,908,"This time of year, government agencies are racing to spend the remainder of their annual budgets by the end of their fiscal year on Sept. 30.	Conflict	Side	government agencies		racing	government agencies		racing		2377547	
We are prepared to make this the biggest taxpayer battle since Proposition 13.	Conflict	Side	taxpayer		battle	taxpayer	Taxpayers	battle	War	2377898	
He attacks corporations, he attacks those who've worked hard to accumulate wealth for their families (good for them!), he attacks the banking industry, he attacks taxpayers by raising taxes.	Conflict	Side	taxpayers		attacks	taxpayers	Taxpayers	attacks	War	2377903	
It was a kind of election revolution achieved through the ardent wishes of the Korean people who eagerly anticipated the dawning of a new age.	Conflict	Side	election		revolution	election	Elections	revolution	War	2377985	
April 15, 1998 As taxpayers wrestle with confusing forms and worry that an innocent mistake could leave them bullied and broke, Congress is on the verge of reining in a dreaded behemoth, the Internal Revenue Service.	Conflict	Side	taxpayers		wrestle	taxpayers	Taxpayers	wrestle	Competition	2378051	
Gun rights occupy an entrenched position in this culture, and making progress will not be easy.	Conflict	Side	Gun rights		occupy	Gun rights	Gun Rights	occupy	Physical Location	2378681	
That means that we must remain firm in our commitment to defeat gun control at every turn.	Conflict	Side	gun control		defeat	gun control	Control Of Guns	defeat	Struggle	2378716	
Biden came out today and said that President Obama may act alone with a series of executive orders to combat gun control.	Conflict	Side	gun control		combat	gun control	Control Of Guns	combat	War	2378742	
Thanks to the gun control blitzkrieg led by Democratic lawmakers last year, Colorado is about to take a hit in the wallet in the midst of an already anemic economy, and lose hundreds of private-sector jobs at a time when they can least afford it.	Conflict	Side	gun control	[side] blitzkrieg	blitzkrieg	gun control	Control of Guns	blitzkrieg	War	2378748	
In a statement issued before the Friday's rally, Hamas acknowledged difficulties in the year since its election triumph.	Conflict	Side	election		triumph	election	Elections	triumph	Competition	2389396	hamas is winner
Together with individuals and local groups in more than 120 countries, Oxfam saves lives, helps people overcome poverty, and fights for social justice.	Conflict	Side	poverty		overcome	poverty	Poverty	overcome	War/Struggle	2403423	
Preserve, protect and defend the right to bear arms.	Conflict	Side	the right to bear arms		defend	the right to bear arms	Gun Rights	defend	Protection	2407551	
Alex Torpey, a twenty-four-year-old with a breakthrough vision for using technology to improve government, ran for mayor of South Orange, New Jersey and defeated the far older incumbent.	Conflict	Side	incumbent		defeated	incumbent	Government	defeated	War/Competition	2408873	
For 12 years, Alex fought for gun rights as a state senator and consistently stood up for law-abiding gun owners.	Conflict	Side	gun rights	fought for [side]	fought for	gun rights	Gun Rights	fought	Struggle/War	2409147	
Paul Polakfounder of Colorado-based non-profit International Development Enterprises (IDE)is dedicated to developing practical solutions that attack poverty at its roots.	Conflict	Side	poverty		attack	poverty	Poverty	attack	War/Struggle	2451006	
Opportunity Link seeks to unite people, link resources, and fight poverty in eleven North-central Montana counties.	Conflict	Side	poverty		fight	poverty	Poverty	fight	Struggle	2453492	
Logical fallacy of the Left: You can't stop gun violence by attacking guns	Conflict	Side	guns		attacking	guns	Guns	attacking	War/Struggle	2461038	
The government - faced with more than 22% unemployment in the mid-90's - let more than 25% of all workers go on part time contracts with less job protection, by 2001.	Conflict	Side	government		faced	government	Government	faced	Human Body	2461985	
TIM CARNEY: Obama should blame Tea Party, not NRA, for gun control defeatâ€_.	Conflict	Side	gun control		defeat	gun control	Control Of Guns	defeat	War/Struggle	2538043	
As do those who oppose gun control.	Conflict	Side	gun control		oppose	gun control	Control Of Guns	oppose	Struggle	2612101	
; to spend your time on the range or in the field, rather than fighting gun control""?",03 Conflict,Side,gun control,,fighting,gun control,Control of Guns,fighting,Struggle,2620370.0,,,fighting gun,fighting gun,"[[' violent', ' brave', ' aggressive']]","[[' PersonX gets shot.', ' PersonX gets injured.', ' PersonX is injured.']]","[[' to win the fight', ' to win', ' to get revenge']]","[[' to have a gun', ' to get a gun', ' none']]","[[' scared', ' angry', ' happy']]","[[' PersonX sees a gun in the store', ' PersonX is in a gunfight', ' PersonX sees a robber']]","[[' to get away from the situation', ' to get out of the fight', ' to get away from the scene']]","Want:  to get away from the scene, to get away from the situation,  to get out of the fight","Intents:  to get revenge,  to win, to win the fight","Attributes: violent,  aggressive,  brave","Reactions: scared,  angry,  happy","Effects:  speaker gets injured,  speaker is injured, speaker gets shot","Needs: to have a gun,  to get a gun","Reasons: speaker sees a gun in the store,  speaker sees a robber,  speaker is in a gunfight"
421,421,421,1526,"Then the old Rome, like the beggar on horseback, presumed on the favor of the gods, and said, ""Lo! there is neither riches nor greatness in our littleness: the road to riches and greatness is through robbery of the poor and slaughter of the weak.""",06 Morality and Justice,Victim,the poor,,robbery,the poor,Poverty,robbery,Theft,2578015.0,,,robbery of,robbery of,"[[' violent', ' criminal', ' mean']]","[[' gets arrested', ' PersonX is arrested.', ' PersonX gets arrested.']]","[[' to steal something', ' to steal', ' to rob someone']]","[[' to get a gun', ' to have a weapon', ' to have a gun']]","[[' guilty', ' angry', ' satisfied']]","[[' PersonX is a robber', ' PersonX is a criminal', ' PersonX steals a car']]","[[' to get away with it', ' to get away with the crime', ' to get away from the scene']]","Want: to get away with it,  to get away from the scene,  to get away with the crime","Intents: to steal something,  to steal,  to rob someone","Attributes:  mean,  criminal, violent","Reactions:  angry,  satisfied, guilty","Effects:  speaker gets arrested,  speaker is arrested, gets arrested","Needs: to get a gun,  to have a weapon,  to have a gun","Reasons:  speaker steals a car,  speaker is a criminal, speaker is a robber"
422,422,422,826,It completely glosses over the abject surrender of government from the policy making exercise.,03 Conflict,Loser,government,,surrender,government,Government,surrender,War,3120605.0,,,surrender of,surrender of,"[[' surrendering', ' brave', ' cowardly']]","[[' gets arrested', ' PersonX is arrested.', ' PersonX gets arrested.']]","[[' to be free', ' to be safe', ' to be free.']]","[[' none', ' to be in a position of power', ' to be in a position to surrender']]","[[' relieved', ' relieved.', ' happy']]","[[' PersonX is in prison', ' PersonX is in a prison cell', ' PersonX is being held hostage']]","[[' to go home', ' to get out of the situation', ' to go to jail']]","Want:  to go to jail,  to get out of the situation, to go home","Intents:  to be safe,  to be free, to be free","Attributes:  cowardly, surrendering,  brave","Reactions: relieved,  happy,  relieved","Effects:  speaker gets arrested,  speaker is arrested, gets arrested","Needs:  to be in a position to surrender,  to be in a position of power","Reasons: speaker is in prison,  speaker is in a prison cell,  speaker is being held hostage"
423,423,423,620,"Two leading astrologers, Chris Brennan and Patrick Watson, in their article titled Prediction for the 2012 US Presidential Election published on April 29, 2012, said that ""both candidates go into important ""peak periods"" in the summer prior to the election, but that Romney begins a more difficult sub-period starting in mid-October, right before the second debate, ultimately resulting in the loss of the election in November.""",03 Conflict,Conflict,election,,loss,election,Elections,loss,Game,3118907.0,,,loss of,loss of,"[[' sad', ' lost', ' depressed']]","[[' PersonX cries', ' PersonX cries.', ' none']]","[[' none', ' to be alone', ' to be happy']]","[[' none', ' to have lost something', ' to lose something']]","[[' sad', ' sad.', ' upset']]","[[' PersonX loses their job', ' PersonX loses their job.', ' PersonX loses the lottery ticket']]","[[' to get a new job', ' to find a new job', ' to find a solution']]","Want: to get a new job,  to find a solution,  to find a new job","Intents:  to be happy,  to be alone","Attributes: sad,  depressed,  lost","Reactions: sad,  sad,  upset","Effects: speaker cries,  speaker cries","Needs:  to lose something,  to have lost something","Reasons:  speaker loses the lottery ticket, speaker loses their job,  speaker loses their job"
424,424,424,1369,We know that this democracy disintegrated following the rise of capitalist trade and monarchical absolutism.,05 Engineering and Business: Resource,Resource,democracy,,disintegrated,democracy,Democracy,disintegrated,Physical Harm,3036759.0,,,disintegrated following,disintegrated following,"[[' weak', ' sad', ' sadistic']]","[[' none', ' PersonX dies', ' PersonX dies.']]","[[' none', ' to be alone', ' to be alone.']]","[[' none', ' to have lost their mind', ' to have been hurt by someone']]","[[' sad', ' sad.', ' depressed']]","[[' PersonX is in a coma', ' PersonX is in love with someone else', ' PersonX is in a relationship']]","[[' to find a new job', ' to find a new life', ' to get better']]","Want: to find a new job,  to get better,  to find a new life",Intents:  to be alone,"Attributes:  sad,  sadistic, weak","Reactions: sad,  sad,  depressed",Effects:  speaker dies,"Needs:  to have been hurt by someone,  to have lost their mind","Reasons:  speaker is in love with someone else,  speaker is in a relationship, speaker is in a coma"
425,425,425,384,The GOP protects the rich at all cost and are willing to sink the whole ship to do it.,01 Health and Safety,Threatened,the rich,,protects,the rich,Wealth,protects,Protection,3519110.0,,,protects the,protects the,"[[' protective', ' strong', ' responsible']]","[[' PersonX protects the people.', ' none', ' PersonX protects the person.']]","[[' to be a good person', ' to be safe', ' to be a good friend']]","[[' none', ' to have a weapon', ' to know what to do']]","[[' safe', ' protective', ' happy']]","[[' PersonX is a police officer.', ' PersonX is a police officer', ' PersonX is a cop.']]","[[' to be a hero', ' to be a good person', ' to be a good parent']]","Want: to be a hero,  to be a good parent,  to be a good person","Intents:  to be safe, to be a good person,  to be a good friend","Attributes:  responsible,  strong, protective","Reactions: safe,  happy,  protective","Effects: speaker protects the people,  speaker protects the person","Needs:  to have a weapon,  to know what to do","Reasons:  speaker is a cop, speaker is a police officer,  speaker is a police officer"
426,426,426,757,This thread points out the father like all of the rest of the anti-gun people skip over the facts and reality and jump right to teh eeeeevil guns owe da horrra!!! Im sure the first three victims that had their ****ing skulls bashed and were stabbed to death...their families can take comfort in knowing that the anti-gun crowd will ignore them and use the entire event as a springboard to attack guns.,03 Conflict,Enemy,guns,,attack,guns,Guns,attack,Struggle/War,2668650.0,,,attack guns.,attack guns.,"[[' violent', ' aggressive', ' brave']]","[[' PersonX gets arrested.', ' PersonX gets injured.', ' PersonX gets shot.']]","[[' to hurt someone', ' to kill people', ' to hurt people']]","[[' to get a gun', ' to have a gun', ' to have a weapon']]","[[' angry', ' scared', ' happy']]","[[' PersonX sees a gun in the store.', ' PersonX sees a gun', ' PersonX sees a gun in the house.']]","[[' to get revenge', ' to get a gun', ' to get revenge on someone']]","Want:  to get revenge on someone, to get revenge,  to get a gun","Intents: to hurt someone,  to kill people,  to hurt people","Attributes: violent,  brave,  aggressive","Reactions:  scared, angry,  happy","Effects: speaker gets arrested,  speaker gets injured,  speaker gets shot","Needs: to get a gun,  to have a weapon,  to have a gun","Reasons: speaker sees a gun in the store,  speaker sees a gun,  speaker sees a gun in the house"
427,427,427,1567,"And baby, the purveyors of that distraction and division will have the blood of a butchered democracy on their greedy hands.",09 Animals,Domesticated Animal,democracy,butchered [domesticated animal],butchered,democracy,Democracy,butchered,Animal/Physical Harm,761438.0,,,butchered [domesticated animal],butchered domesticated animal,"[[' cruel', ' hungry', ' mean']]","[[' PersonX has to clean up the mess.', ' PersonX has to clean up the mess', ' PersonX has to clean up the animal.']]","[[' to feed his family', ' to eat', ' to eat meat']]","[[' to get a knife', ' to get a butcher', ' to buy a butcher']]","[[' satisfied', ' sad', ' proud']]","[["" PersonX doesn't know how to butcher."", "" PersonX doesn't have a butcher."", "" PersonX doesn't have a knife.""]]","[[' to eat the meat', ' to cook the animal', ' to eat the animal']]","Want:  to eat the animal,  to cook the animal, to eat the meat","Intents:  to eat meat, to feed his family,  to eat","Attributes:  mean,  hungry, cruel","Reactions:  sad, satisfied,  proud","Effects:  speaker has to clean up the mess,  speaker has to clean up the animal, speaker has to clean up the mess","Needs:  to buy a butcher, to get a knife,  to get a butcher","Reasons:  "" speaker doesnt have a knife"",  "" speaker doesnt have a butcher"", "" speaker doesnt know how to butcher"""
428,428,428,206,"I promise, the junior-level civil servants and military types know very, very well how the bureaucracy damages the entire system.",01 Health and Safety,Threat,bureaucracy,,damages,bureaucracy,Bureaucracy,damages,Physical Harm,3120053.0,,,damages the,damages the,"[[' careless', ' destructive', ' mean']]","[[' gets in trouble', ' gets arrested', ' PersonX gets in trouble']]","[[' none', ' to hurt someone', ' to be mean']]","[[' none', ' to get a hammer', ' to have a weapon']]","[[' guilty', ' angry', ' sad']]","[[' PersonX breaks into the house', ' PersonX breaks into the house.', ' PersonX breaks into a house']]","[[' to fix the damage', ' to fix it', ' to fix the damage.']]","Want:  to fix the damage,  to fix it, to fix the damage","Intents:  to be mean,  to hurt someone","Attributes:  mean, careless,  destructive","Reactions:  sad,  angry, guilty","Effects:  speaker gets in trouble,  gets arrested, gets in trouble","Needs:  to have a weapon,  to get a hammer","Reasons:  speaker breaks into a house,  speaker breaks into the house, speaker breaks into the house"
429,429,429,121,"In an uncertain environment such as Obama has brought us, the additional taxes can be very inhibiting - particularly for those businesses that would otherwise be expanding and hiring.",01 Health and Safety,Threat,taxes,,inhibiting,taxes,Taxation,inhibiting,Confinement,53561.0,,,inhibiting -,inhibiting -,"[[' controlling', ' indecisive', ' dominant']]","[[' none', ' gets yelled at', ' PersonX is restrained']]","[[' to be in control', ' to be a good person', ' to be quiet']]","[[' none', ' to know what to say', ' to know what to do']]","[[' good about themselves', ' good about themselves.', ' good about himself']]","[[' PersonX is in a relationship', ' PersonX wants to have a drink', ' PersonX wants to be a good friend']]","[[' to get away from the situation', ' to be in control', ' to get away from it']]","Want:  to get away from it, to get away from the situation,  to be in control","Intents:  to be quiet, to be in control,  to be a good person","Attributes:  dominant,  indecisive, controlling","Reactions:  good about themselves,  good about himself, good about themselves","Effects:  gets yelled at,  speaker is restrained","Needs:  to know what to do,  to know what to say","Reasons:  speaker wants to have a drink, speaker is in a relationship,  speaker wants to be a good friend"
430,430,430,1283,"But over years and decades, social media will enhance democracy.",05 Engineering and Business: Engineering,Built,democracy,,enhance,democracy,Democracy,enhance,Movement/Upward Movement,2661473.0,,,enhance democracy.,enhance democracy.,"[[' helpful', ' responsible', ' influential']]","[[' PersonX makes a difference in the world.', ' PersonX makes a difference.', ' PersonX is elected president.']]","[[' to be a leader', ' to be a good person', ' to be a good leader']]","[[' none', ' to be a leader', ' to understand democracy']]","[[' good about themselves', ' happy', ' good']]","[[' PersonX wants to make the world a better place', ' PersonX wants to make the world a better place.', ' PersonX wants to be a leader']]","[[' to be a leader', ' to help others', ' to be a good leader']]","Want: to be a leader,  to be a good leader,  to help others","Intents: to be a leader,  to be a good leader,  to be a good person","Attributes:  responsible,  influential, helpful","Reactions:  good, good about themselves,  happy","Effects: speaker makes a difference in the world,  speaker makes a difference,  speaker is elected president","Needs:  to understand democracy,  to be a leader","Reasons:  speaker wants to be a leader, speaker wants to make the world a better place,  speaker wants to make the world a better place"
431,431,431,416,But gun control is theft - plain and simple - and I intend to attack gun control without talking specifically about guns.,01 Health and Safety,Threatened,gun control,,attack,gun control,Control of Guns,attack,War,2669240.0,,,attack gun,attack gun,"[[' violent', ' aggressive', ' brave']]","[[' PersonX gets shot.', ' PersonX gets arrested.', ' PersonX gets shot']]","[[' to hurt someone', ' to kill someone', ' to hurt someone.']]","[[' to have a gun', ' none', ' to get the gun']]","[[' angry', ' scared', ' happy']]","[[' PersonX sees a gun on the ground.', ' PersonX sees a gun on the ground', ' PersonX sees a gun in the store.']]","[[' to run away', ' to shoot the gun', ' to run away from the scene']]","Want:  to run away from the scene,  to shoot the gun, to run away","Intents: to hurt someone,  to kill someone,  to hurt someone","Attributes: violent,  brave,  aggressive","Reactions:  scared, angry,  happy","Effects:  speaker gets arrested,  speaker gets shot, speaker gets shot","Needs:  to get the gun, to have a gun","Reasons: speaker sees a gun on the ground,  speaker sees a gun on the ground,  speaker sees a gun in the store"
